Course Name,,Difficulty Level,Course Rating,Course URL,,Skills,Description
IBM Business Analyst,,Advanced,3.51,https://www.coursera.org/professional-certificates/ibm-business-analyst-professional-certificate,,General,Structured learning path combining theoretical knowledge and practical skills in Business Analyst.
SQL: A Practical Introduction for Querying Databases,,Beginner,3.63,https://www.coursera.org/learn/sql-practical-introduction-for-querying-databases,,programming,In-depth training program covering essential Practical Introduction skills with a focus on real-world applications.
Microsoft Power BI Data Analyst,,Beginner,4.03,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst,,programming,Professional-level curriculum that takes you from beginner to advanced proficiency in Microsoft Power.
Databases and SQL for Data Science with Python,,Intermediate,4.14,https://www.coursera.org/learn/sql-data-science,,programming,"Cutting-edge course exploring the latest trends and techniques in Databases Data, tailored for intermediate learners."
SQL for Data Science with R,,Intermediate,4.31,https://www.coursera.org/learn/sql-data-science-r,,programming,Structured learning path combining theoretical knowledge and practical skills in Data Science.
Introduction to Relational Databases (RDBMS),,Beginner,4.33,https://www.coursera.org/learn/introduction-to-relational-databases,,programming,In-depth training program covering essential Introduction Relational skills with a focus on real-world applications.
Cloud SQL for MySQL: Qwik Start,,Beginner,3.97,https://www.coursera.org/projects/googlecloud-cloud-sql-for-mysql-qwik-start-etqlf,,programming,"Cutting-edge course exploring the latest trends and techniques in Cloud My, tailored for beginner learners."
Advanced Relational Database and SQL,,Beginner,4.98,https://www.coursera.org/projects/advanced-rdb-sql,,programming,Structured learning path combining theoretical knowledge and practical skills in Advanced Relational.
Microsoft Azure SQL,,Beginner,4.61,https://www.coursera.org/learn/microsoft-azure-sql,,"cloud_and_devops, programming","Comprehensive beginner course designed to build Microsoft Azure expertise through practical, hands-on learning."
"Foundations: Data, Data, Everywhere",,Beginner,4.43,https://www.coursera.org/learn/foundations-data,,programming,Professional-level curriculum that takes you from beginner to advanced proficiency in Foundations Data.
Analyze Data to Answer Questions,,Intermediate,4.41,https://www.coursera.org/learn/analyze-data,,programming,Structured learning path combining theoretical knowledge and practical skills in Analyze Data.
Cloud SQL with Terraform,,Advanced,3.55,https://www.coursera.org/projects/googlecloud-cloud-sql-with-terraform-vb2se,,"cloud_and_devops, programming","Cutting-edge course exploring the latest trends and techniques in Cloud Terraform, tailored for advanced learners."
Prepare Data for Exploration,,Beginner,4.92,https://www.coursera.org/learn/data-preparation,,programming,Professional-level curriculum that takes you from beginner to advanced proficiency in Prepare Data.
Oracle SQL Performance Tuning,,Advanced,4.4,https://www.coursera.org/learn/oracle-sql-performance,,programming,Structured learning path combining theoretical knowledge and practical skills in Oracle Performance.
Process Data from Dirty to Clean,,Intermediate,3.5,https://www.coursera.org/learn/process-data,,programming,In-depth training program covering essential Process Data skills with a focus on real-world applications.
Introduction to Databases,,Beginner,3.74,https://www.coursera.org/learn/introduction-to-databases,,programming,Professional-level curriculum that takes you from beginner to advanced proficiency in Introduction Databases.
Introduction to SQL for BigQuery and Cloud SQL,,Beginner,4.25,https://www.coursera.org/projects/googlecloud-introduction-to-sql-for-bigquery-and-cloud-sql-dmxlm,,programming,Professional-level curriculum that takes you from beginner to advanced proficiency in Introduction Big.
IBM Full Stack Software Developer,,Beginner,3.72,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,,"web_development, programming","Comprehensive beginner course designed to build Full Stack expertise through practical, hands-on learning."
SQLServer for Beginners: Database Design & CRUD Operations,,Beginner,3.78,https://www.coursera.org/projects/sqlserver-beginners-database-design-crud-operations,,programming,"Comprehensive beginner course designed to build Server Beginners expertise through practical, hands-on learning."
Tools of the Trade: Linux and SQL,,Beginner,4.36,https://www.coursera.org/learn/linux-and-sql,,"programming, design",Professional-level curriculum that takes you from beginner to advanced proficiency in Tools Trade.
Business Analytics,,Intermediate,4.5,https://www.coursera.org/learn/business-analytics-bbva,,General,Professional-level curriculum that takes you from intermediate to advanced proficiency in Business Analytics.
Oracle SQL Practice Course,,Beginner,3.54,https://www.coursera.org/learn/oracle-sql-practice,,programming,"Comprehensive beginner course designed to build Oracle Practice expertise through practical, hands-on learning."
Database Structures and Management with MySQL,,Intermediate,4.4,https://www.coursera.org/learn/database-structures-and-management-with-mysql,,"business, programming",Structured learning path combining theoretical knowledge and practical skills in Database Structures.
Advanced MySQL Topics,,Beginner,3.82,https://www.coursera.org/learn/advanced-mysql-topics,,General,"Comprehensive beginner course designed to build Advanced My expertise through practical, hands-on learning."
Using Databases with Python,,Intermediate,3.54,https://www.coursera.org/learn/python-databases,,programming,"Cutting-edge course exploring the latest trends and techniques in Using Databases, tailored for intermediate learners."
Oracle SQL Basics,,Beginner,4.84,https://www.coursera.org/learn/oracle-sql-basics,,programming,"Cutting-edge course exploring the latest trends and techniques in Oracle Basics, tailored for beginner learners."
Advanced SQL Retrieval Queries in SQLiteStudio,,Beginner,3.91,https://www.coursera.org/projects/advanced-sql-retrieval-queries-in-sqlitestudio,,programming,"Comprehensive beginner course designed to build Advanced Retrieval expertise through practical, hands-on learning."
Google Data Analytics,,Intermediate,4.87,https://www.coursera.org/professional-certificates/google-data-analytics,,General,In-depth training program covering essential Google Data skills with a focus on real-world applications.
Meta Database Engineer,,Intermediate,4.04,https://www.coursera.org/professional-certificates/meta-database-engineer,,programming,In-depth training program covering essential Meta Database skills with a focus on real-world applications.
Google Business Intelligence,,Advanced,4.62,https://www.coursera.org/professional-certificates/google-business-intelligence,,analytics,"Cutting-edge course exploring the latest trends and techniques in Google Business, tailored for advanced learners."
Oracle SQL Proficiency,,Beginner,3.81,https://www.coursera.org/learn/oracle-sql-proficiency,,programming,Structured learning path combining theoretical knowledge and practical skills in Oracle Proficiency.
IBM Data Analyst,,Beginner,4.58,https://www.coursera.org/professional-certificates/ibm-data-analyst,,General,Professional-level curriculum that takes you from beginner to advanced proficiency in Data Analyst.
PostgreSQL for Everybody,,Intermediate,4.84,https://www.coursera.org/specializations/postgresql-for-everybody,,programming,"Comprehensive intermediate course designed to build Postgre Everybody expertise through practical, hands-on learning."
R Programming,,Beginner,3.78,https://www.coursera.org/learn/r-programming,,programming,"Cutting-edge course exploring the latest trends and techniques in Programming, tailored for beginner learners."
Data Analysis with R Programming,,Beginner,3.72,https://www.coursera.org/learn/data-analysis-r,,"data_science, programming",Structured learning path combining theoretical knowledge and practical skills in Data Analysis.
Data Analysis with R,,Intermediate,3.57,https://www.coursera.org/specializations/statistics,,"data_science, programming",In-depth training program covering essential Data Analysis skills with a focus on real-world applications.
Data Science: Foundations using R,,Beginner,4.19,https://www.coursera.org/specializations/data-science-foundations-r,,programming,Structured learning path combining theoretical knowledge and practical skills in Data Science.
Applied Data Science with R,,Intermediate,3.55,https://www.coursera.org/specializations/applied-data-science-r,,programming,"Cutting-edge course exploring the latest trends and techniques in Applied Data, tailored for intermediate learners."
Getting Started with R,,Beginner,5,https://www.coursera.org/projects/getting-started-with-r,,programming,"Comprehensive beginner course designed to build Getting Started expertise through practical, hands-on learning."
Data Analysis with R,,Beginner,5,https://www.coursera.org/learn/data-analysis-with-r,,"data_science, programming",Structured learning path combining theoretical knowledge and practical skills in Data Analysis.
Data Visualization with R,,Beginner,3.58,https://www.coursera.org/learn/data-visualization-r,,"data_science, programming","Cutting-edge course exploring the latest trends and techniques in Data Visualization, tailored for beginner learners."
Data Visualization & Dashboarding with R,,Beginner,3.75,https://www.coursera.org/specializations/jhu-data-visualization-dashboarding-with-r,,"data_science, programming",Structured learning path combining theoretical knowledge and practical skills in Data Visualization.
Introduction to R Programming for Data Science,,Beginner,3.59,https://www.coursera.org/learn/introducton-r-programming-data-science,,programming,"Cutting-edge course exploring the latest trends and techniques in Introduction Programming, tailored for beginner learners."
Introducción a Data Science: Programación Estadística con R,,Beginner,4.82,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r,,programming,"Cutting-edge course exploring the latest trends and techniques in Introducci Data, tailored for beginner learners."
Advanced R Programming,,Beginner,3.63,https://www.coursera.org/learn/advanced-r,,programming,"Cutting-edge course exploring the latest trends and techniques in Advanced Programming, tailored for beginner learners."
Introduction to Probability and Data with R,,Beginner,4.81,https://www.coursera.org/learn/probability-intro,,programming,Structured learning path combining theoretical knowledge and practical skills in Introduction Probability.
Statistical Analysis with R for Public Health,,Beginner,4.41,https://www.coursera.org/specializations/statistical-analysis-r-public-health,,programming,"Comprehensive beginner course designed to build Statistical Analysis expertise through practical, hands-on learning."
IBM Data Analytics with Excel and R,,Intermediate,4.63,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,,programming,Professional-level curriculum that takes you from intermediate to advanced proficiency in Data Analytics.
SQL for Data Science with R,,Beginner,4.87,https://www.coursera.org/learn/sql-data-science-r,,programming,Professional-level curriculum that takes you from beginner to advanced proficiency in Data Science.
The Data Scientist’s Toolbox,,Intermediate,3.51,https://www.coursera.org/learn/data-scientists-tools,,General,Structured learning path combining theoretical knowledge and practical skills in The Data.
Tools for Data Science,,Beginner,3.52,https://www.coursera.org/learn/open-source-tools-for-data-science,,programming,Structured learning path combining theoretical knowledge and practical skills in Tools Data.
"Foundations: Data, Data, Everywhere",,Beginner,4.92,https://www.coursera.org/learn/foundations-data,,programming,Professional-level curriculum that takes you from beginner to advanced proficiency in Foundations Data.
Google Data Analytics Capstone: Complete a Case Study,,Intermediate,4.11,https://www.coursera.org/learn/google-data-analytics-capstone,,General,"Cutting-edge course exploring the latest trends and techniques in Google Data, tailored for intermediate learners."
Finance & Quantitative Modeling for Analysts,,Beginner,3.57,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,,"business, programming",Structured learning path combining theoretical knowledge and practical skills in Finance Quantitative.
Data Science,,Beginner,4.77,https://www.coursera.org/specializations/jhu-data-science,,General,Professional-level curriculum that takes you from beginner to advanced proficiency in Data Science.
Reproducible Research,,Beginner,3.99,https://www.coursera.org/learn/reproducible-research,,programming,In-depth training program covering essential Reproducible Research skills with a focus on real-world applications.
IBM Full Stack Software Developer,,Beginner,4.89,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,,"web_development, programming",Structured learning path combining theoretical knowledge and practical skills in Full Stack.
Introduction to Finance and Accounting,,Beginner,4.1,https://www.coursera.org/specializations/finance-accounting,,"business, programming",Structured learning path combining theoretical knowledge and practical skills in Introduction Finance.
Business Foundations,,Beginner,4.46,https://www.coursera.org/specializations/wharton-business-foundations,,General,In-depth training program covering essential Business Foundations skills with a focus on real-world applications.
The R Programming Environment,,Beginner,4.7,https://www.coursera.org/learn/r-programming-environment,,programming,In-depth training program covering essential The Programming skills with a focus on real-world applications.
Data Science: Statistics and Machine Learning,,Beginner,4.95,https://www.coursera.org/specializations/data-science-statistics-machine-learning,,"data_science, programming",In-depth training program covering essential Data Science skills with a focus on real-world applications.
Introduction to R: Basic R syntax,,Beginner,3.99,https://www.coursera.org/projects/intro-to-r-basic-syntax,,programming,Professional-level curriculum that takes you from beginner to advanced proficiency in Introduction Basic.
Introduction to FinTech Using R,,Beginner,4.09,https://www.coursera.org/learn/packt-introduction-to-fintech-using-r-oftqn,,programming,"Comprehensive beginner course designed to build Introduction Fin expertise through practical, hands-on learning."
Mastering Software Development in R,,Beginner,3.88,https://www.coursera.org/specializations/r,,programming,Structured learning path combining theoretical knowledge and practical skills in Mastering Software.
Genomic Data Science,,Beginner,4.7,https://www.coursera.org/specializations/genomic-data-science,,General,"Cutting-edge course exploring the latest trends and techniques in Genomic Data, tailored for beginner learners."
Strategic Business Analytics,,Intermediate,4.35,https://www.coursera.org/specializations/strategic-analytics,,programming,Professional-level curriculum that takes you from intermediate to advanced proficiency in Strategic Business.
Bayesian Statistics,,Beginner,4.06,https://www.coursera.org/specializations/bayesian-statistics,,data_science,"Cutting-edge course exploring the latest trends and techniques in Bayesian Statistics, tailored for beginner learners."
IBM Back-End Development,,Beginner,3.69,https://www.coursera.org/professional-certificates/ibm-backend-development,,General,"Cutting-edge course exploring the latest trends and techniques in Back End, tailored for beginner learners."
Inferential Statistics,,Intermediate,4.41,https://www.coursera.org/learn/inferential-statistics-intro,,"data_science, programming","Cutting-edge course exploring the latest trends and techniques in Inferential Statistics, tailored for intermediate learners."
Introduction to Statistics,,Beginner,3.71,https://www.coursera.org/learn/stanford-statistics,,"data_science, programming",Structured learning path combining theoretical knowledge and practical skills in Introduction Statistics.
Basic Statistics,,Beginner,3.66,https://www.coursera.org/learn/basic-statistics,,data_science,Professional-level curriculum that takes you from beginner to advanced proficiency in Basic Statistics.
Bayesian Statistics,,Beginner,4.03,https://www.coursera.org/specializations/bayesian-statistics,,data_science,"Comprehensive beginner course designed to build Bayesian Statistics expertise through practical, hands-on learning."
Statistics Foundations,,Beginner,4.39,https://www.coursera.org/learn/statistics-for-marketing,,data_science,Professional-level curriculum that takes you from beginner to advanced proficiency in Statistics Foundations.
Statistics with Python,,Beginner,4,https://www.coursera.org/specializations/statistics-with-python,,"data_science, programming",Professional-level curriculum that takes you from beginner to advanced proficiency in Statistics Python.
The Power of Statistics,,Beginner,3.54,https://www.coursera.org/learn/the-power-of-statistics,,"data_science, programming",Structured learning path combining theoretical knowledge and practical skills in The Power.
Data Analysis with Python,,Beginner,4.61,https://www.coursera.org/learn/data-analysis-with-python,,"data_science, programming","Comprehensive beginner course designed to build Data Analysis expertise through practical, hands-on learning."
Data Science: Statistics and Machine Learning,,Advanced,4.27,https://www.coursera.org/specializations/data-science-statistics-machine-learning,,"data_science, programming",In-depth training program covering essential Data Science skills with a focus on real-world applications.
Inferential Statistics,,Intermediate,4.05,https://www.coursera.org/learn/inferential-statistics-intro,,"data_science, programming",In-depth training program covering essential Inferential Statistics skills with a focus on real-world applications.
Business Statistics and Analysis,,Beginner,4.1,https://www.coursera.org/specializations/business-statistics-analysis,,data_science,In-depth training program covering essential Business Statistics skills with a focus on real-world applications.
Probability and Statistics: To p or not to p?,,Advanced,3.96,https://www.coursera.org/learn/probability-statistics,,"data_science, programming",Professional-level curriculum that takes you from advanced to advanced proficiency in Probability Statistics.
Probability & Statistics for Machine Learning & Data Science,,Beginner,4.92,https://www.coursera.org/learn/machine-learning-probability-and-statistics,,"data_science, programming",In-depth training program covering essential Probability Statistics skills with a focus on real-world applications.
Advanced Statistics for Data Science,,Intermediate,4.87,https://www.coursera.org/specializations/advanced-statistics-data-science,,"data_science, programming","Comprehensive intermediate course designed to build Advanced Statistics expertise through practical, hands-on learning."
Statistics for Data Science with Python,,Beginner,3.69,https://www.coursera.org/learn/statistics-for-data-science-python,,"data_science, programming",Professional-level curriculum that takes you from beginner to advanced proficiency in Statistics Data.
Pre-MBA Statistics,,Beginner,4.94,https://www.coursera.org/learn/pre-mbastatistics,,"data_science, programming","Comprehensive beginner course designed to build Pre Statistics expertise through practical, hands-on learning."
Bayesian Statistics: From Concept to Data Analysis,,Intermediate,4.4,https://www.coursera.org/learn/bayesian-statistics,,"data_science, programming",Professional-level curriculum that takes you from intermediate to advanced proficiency in Bayesian Statistics.
Methods and Statistics in Social Sciences,,Beginner,4.82,https://www.coursera.org/specializations/social-science,,data_science,"Cutting-edge course exploring the latest trends and techniques in Methods Statistics, tailored for beginner learners."
Improving your statistical inferences,,Advanced,4.74,https://www.coursera.org/learn/statistical-inferences,,programming,Structured learning path combining theoretical knowledge and practical skills in Improving.
Python and Statistics for Financial Analysis,,Beginner,3.53,https://www.coursera.org/learn/python-statistics-financial-analysis,,"data_science, programming","Cutting-edge course exploring the latest trends and techniques in Python Statistics, tailored for beginner learners."
Statistical Inference,,Beginner,4.55,https://www.coursera.org/learn/statistical-inference,,programming,"Cutting-edge course exploring the latest trends and techniques in Statistical Inference, tailored for beginner learners."
Bayesian Statistics,,Intermediate,4.9,https://www.coursera.org/learn/bayesian,,data_science,In-depth training program covering essential Bayesian Statistics skills with a focus on real-world applications.
Understanding Clinical Research: Behind the Statistics,,Beginner,3.67,https://www.coursera.org/learn/clinical-research,,"data_science, programming",Structured learning path combining theoretical knowledge and practical skills in Understanding Clinical.
Data Science: Foundations using R,,Beginner,4.07,https://www.coursera.org/specializations/data-science-foundations-r,,programming,Professional-level curriculum that takes you from beginner to advanced proficiency in Data Science.
Statistics in Psychological Research,,Beginner,4.01,https://www.coursera.org/learn/statistics-in-psychological-research,,"data_science, programming",In-depth training program covering essential Statistics Psychological skills with a focus on real-world applications.
R Programming,,Beginner,3.94,https://www.coursera.org/learn/r-programming,,programming,Structured learning path combining theoretical knowledge and practical skills in Programming.
"Statistics and Data Analysis with Excel, Part 1",,Intermediate,4.22,https://www.coursera.org/learn/statistics-and-data-analysis-with-excel-part-1,,"data_science, programming",Structured learning path combining theoretical knowledge and practical skills in Statistics Data.
Data Analysis with R Programming,,Intermediate,3.92,https://www.coursera.org/learn/data-analysis-r,,"data_science, programming",In-depth training program covering essential Data Analysis skills with a focus on real-world applications.
An Intuitive Introduction to Probability,,Beginner,4.93,https://www.coursera.org/learn/introductiontoprobability,,"programming, design","Cutting-edge course exploring the latest trends and techniques in An Intuitive, tailored for beginner learners."
Data Analysis with R,,Beginner,3.91,https://www.coursera.org/specializations/statistics,,"data_science, programming",In-depth training program covering essential Data Analysis skills with a focus on real-world applications.
ChatGPT + Excel: AI-Enhanced Data Analysis & Insight,,Beginner,4.17,https://www.coursera.org/specializations/chatgpt-excel,,data_science,In-depth training program covering essential Chat Excel skills with a focus on real-world applications.
Process Data from Dirty to Clean,,Beginner,3.93,https://www.coursera.org/learn/process-data,,programming,"Cutting-edge course exploring the latest trends and techniques in Process Data, tailored for beginner learners."
IBM Generative AI Engineering,,Beginner,3.83,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering,,"ai_and_ml, programming","Comprehensive beginner course designed to build Generative Engineering expertise through practical, hands-on learning."
Data Science,,Beginner,4.86,https://www.coursera.org/specializations/jhu-data-science,,General,Structured learning path combining theoretical knowledge and practical skills in Data Science.
COVID19 Data Analysis Using Python,,Beginner,4.53,https://www.coursera.org/projects/covid19-data-analysis-using-python,,"data_science, programming",Professional-level curriculum that takes you from beginner to advanced proficiency in Data Analysis.
Statistics For Data Science,,Beginner,4.58,https://www.coursera.org/projects/statistics-data-science,,"data_science, programming","Comprehensive beginner course designed to build Statistics For expertise through practical, hands-on learning."
Inferential Statistics,,Beginner,3.82,https://www.coursera.org/learn/inferential-statistics,,"data_science, programming","Comprehensive beginner course designed to build Inferential Statistics expertise through practical, hands-on learning."
"Python for Data Science, AI & Development",,Intermediate,3.73,https://www.coursera.org/learn/python-for-applied-data-science-ai,,programming,Professional-level curriculum that takes you from intermediate to advanced proficiency in Python Data.
Data Analysis with Python,,Beginner,3.6,https://www.coursera.org/learn/data-analysis-with-python,,"data_science, programming","Comprehensive beginner course designed to build Data Analysis expertise through practical, hands-on learning."
Microsoft Python Development,,Beginner,4.41,https://www.coursera.org/professional-certificates/microsoft-python-developer,,programming,"Comprehensive beginner course designed to build Microsoft Python expertise through practical, hands-on learning."
DeepLearning.AI Data Analytics,,Beginner,3.58,https://www.coursera.org/professional-certificates/data-analytics,,programming,Structured learning path combining theoretical knowledge and practical skills in Deep Learning.
Introduction to Data Analytics,,Beginner,4.03,https://www.coursera.org/learn/introduction-to-data-analytics,,programming,"Comprehensive beginner course designed to build Introduction Data expertise through practical, hands-on learning."
Introduction to Tableau,,Beginner,4.32,https://www.coursera.org/learn/introduction-to-tableau,,programming,In-depth training program covering essential Introduction Tableau skills with a focus on real-world applications.
Advanced Data Visualization with Tableau,,Advanced,4.87,https://www.coursera.org/learn/advanced-data-visualization-with-tableau-public,,data_science,Structured learning path combining theoretical knowledge and practical skills in Advanced Data.
Tableau Business Intelligence Analyst,,Intermediate,3.6,https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst,,analytics,In-depth training program covering essential Tableau Business skills with a focus on real-world applications.
Microsoft Power BI Data Analyst,,Intermediate,3.69,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst,,programming,"Cutting-edge course exploring the latest trends and techniques in Microsoft Power, tailored for intermediate learners."
Data Visualization Fundamentals,,Beginner,3.96,https://www.coursera.org/learn/data-visualization-fundamentals,,data_science,"Cutting-edge course exploring the latest trends and techniques in Data Visualization, tailored for beginner learners."
Data Visualization with Tableau,,Intermediate,4.03,https://www.coursera.org/learn/data-visualization-with-tableau-public,,data_science,Professional-level curriculum that takes you from intermediate to advanced proficiency in Data Visualization.
Microsoft Data Visualization,,Beginner,3.58,https://www.coursera.org/professional-certificates/microsoft-data-visualization,,"data_science, programming","Comprehensive beginner course designed to build Microsoft Data expertise through practical, hands-on learning."
Ask Questions to Make Data-Driven Decisions,,Beginner,3.83,https://www.coursera.org/learn/ask-questions-make-decisions,,programming,"Cutting-edge course exploring the latest trends and techniques in Ask Questions, tailored for beginner learners."
Data Visualization with Python,,Intermediate,4.99,https://www.coursera.org/learn/python-for-data-visualization,,"data_science, programming",Structured learning path combining theoretical knowledge and practical skills in Data Visualization.
Data Science Methodology,,Beginner,3.88,https://www.coursera.org/learn/data-science-methodology,,General,Professional-level curriculum that takes you from beginner to advanced proficiency in Data Science.
What is Data Science?,,Intermediate,4.16,https://www.coursera.org/learn/what-is-datascience,,General,Structured learning path combining theoretical knowledge and practical skills in What Data.
Share Data Through the Art of Visualization,,Beginner,4.35,https://www.coursera.org/learn/visualize-data,,programming,"Comprehensive beginner course designed to build Share Data expertise through practical, hands-on learning."
"Foundations: Data, Data, Everywhere",,Beginner,4.34,https://www.coursera.org/learn/foundations-data,,programming,In-depth training program covering essential Foundations Data skills with a focus on real-world applications.
Data Analysis and Visualization with Power BI,,Beginner,4.28,https://www.coursera.org/learn/data-analysis-and-visualization-with-power-bi,,"data_science, programming",Structured learning path combining theoretical knowledge and practical skills in Data Analysis.
Data Visualization with Advanced Excel,,Intermediate,3.68,https://www.coursera.org/learn/advanced-excel,,data_science,In-depth training program covering essential Data Visualization skills with a focus on real-world applications.
Data Analysis with R Programming,,Intermediate,4.85,https://www.coursera.org/learn/data-analysis-r,,"data_science, programming","Comprehensive intermediate course designed to build Data Analysis expertise through practical, hands-on learning."
Google Data Analytics Capstone: Complete a Case Study,,Beginner,4.92,https://www.coursera.org/learn/google-data-analytics-capstone,,General,Professional-level curriculum that takes you from beginner to advanced proficiency in Google Data.
Data Visualization and Dashboards with Excel and Cognos,,Beginner,4.81,https://www.coursera.org/learn/data-visualization-dashboards-excel-cognos,,"data_science, programming",Professional-level curriculum that takes you from beginner to advanced proficiency in Data Visualization.
Data Visualization,,Intermediate,4.37,https://www.coursera.org/learn/datavisualization,,data_science,In-depth training program covering essential Data Visualization skills with a focus on real-world applications.
Data-driven Decision Making,,Beginner,3.69,https://www.coursera.org/learn/decision-making,,programming,"Comprehensive beginner course designed to build Data Decision expertise through practical, hands-on learning."
How To Visualize Your Data Using Microsoft Powerpoint,,Beginner,3.81,https://www.coursera.org/projects/microsoft-powerpoint-how-to-customize-your-slides-and-visualize-your-data,,programming,"Comprehensive beginner course designed to build How To expertise through practical, hands-on learning."
Data Visualization and Reporting with Generative AI,,Beginner,4.36,https://www.coursera.org/learn/data-visualization-and-reporting-with-generative-ai,,"data_science, analytics, programming, ai_and_ml","Comprehensive beginner course designed to build Data Visualization expertise through practical, hands-on learning."
Process Data from Dirty to Clean,,Intermediate,4.68,https://www.coursera.org/learn/process-data,,programming,Structured learning path combining theoretical knowledge and practical skills in Process Data.
Data Science,,Beginner,3.7,https://www.coursera.org/specializations/jhu-data-science,,General,Structured learning path combining theoretical knowledge and practical skills in Data Science.
تمثيل البيانات رسومياً باستخدام بايثون - Data Visualization,,Intermediate,4.91,https://www.coursera.org/projects/data-visualization-python-ar,,data_science,In-depth training program covering essential Data Visualization skills with a focus on real-world applications.
Overview of Data Visualization,,Beginner,4.37,https://www.coursera.org/projects/overview-data-visualization,,"data_science, programming","Cutting-edge course exploring the latest trends and techniques in Overview Data, tailored for beginner learners."
Data Visualization with Tableau,,Beginner,3.7,https://www.coursera.org/specializations/data-visualization,,data_science,Structured learning path combining theoretical knowledge and practical skills in Data Visualization.
Python Data Structures,,Beginner,4.89,https://www.coursera.org/learn/python-data,,programming,In-depth training program covering essential Python Data skills with a focus on real-world applications.
Preparing for Google Cloud Certification: Cloud Data Engineer,,Beginner,4.57,https://www.coursera.org/professional-certificates/gcp-data-engineering,,"cloud_and_devops, programming",In-depth training program covering essential Preparing Google skills with a focus on real-world applications.
Fundamentals of Visualization with Tableau,,Beginner,3.8,https://www.coursera.org/learn/data-visualization-tableau,,General,"Cutting-edge course exploring the latest trends and techniques in Fundamentals Visualization, tailored for beginner learners."
Data Visualization with R,,Intermediate,4.8,https://www.coursera.org/learn/data-visualization-r,,"data_science, programming","Cutting-edge course exploring the latest trends and techniques in Data Visualization, tailored for intermediate learners."
Ethical Hacking Fundamentals,,Beginner,4.16,https://www.coursera.org/learn/certified-ethical-hacking-v12-ethical-hacking-fundamentals,,cybersecurity,Structured learning path combining theoretical knowledge and practical skills in Ethical Hacking.
Ethical Hacking Essentials (EHE),,Intermediate,3.6,https://www.coursera.org/learn/ethical-hacking-essentials-ehe,,cybersecurity,In-depth training program covering essential Ethical Hacking skills with a focus on real-world applications.
Certified Ethical Hacking (v12),,Advanced,4.46,https://www.coursera.org/specializations/certified-ethical-hacking-v12-cehv12-exam-prep-course,,"cybersecurity, programming","Cutting-edge course exploring the latest trends and techniques in Certified Ethical, tailored for advanced learners."
Introduction to Ethical Hacking,,Beginner,3.54,https://www.coursera.org/specializations/introduction-to-ethical-hacking,,"cybersecurity, programming","Cutting-edge course exploring the latest trends and techniques in Introduction Ethical, tailored for beginner learners."
Ethical Hacking,,Beginner,4.32,https://www.coursera.org/learn/ethical-hacking,,cybersecurity,Professional-level curriculum that takes you from beginner to advanced proficiency in Ethical Hacking.
The Complete Ethical Hacking Bootcamp: Beginner To Advanced,,Intermediate,4.28,https://www.coursera.org/specializations/packt-the-complete-ethical-hacking-bootcamp-beginner-to-advanced,,"cybersecurity, programming",Professional-level curriculum that takes you from intermediate to advanced proficiency in The Complete.
Advanced Cybersecurity,,Intermediate,4.31,https://www.coursera.org/learn/certified-ethical-hacking-v12-advanced-cybersecurity,,programming,"Comprehensive intermediate course designed to build Advanced Cybersecurity expertise through practical, hands-on learning."
Introduction to Artificial Intelligence (AI),,Beginner,3.86,https://www.coursera.org/learn/introduction-to-ai,,"ai_and_ml, programming",Structured learning path combining theoretical knowledge and practical skills in Introduction Artificial.
Kali Linux,,Beginner,4.43,https://www.coursera.org/learn/kali-linux,,design,Structured learning path combining theoretical knowledge and practical skills in Kali Linux.
Metasploit for Beginners: Ethical Penetration Testing,,Beginner,3.92,https://www.coursera.org/projects/metasploit-for-beginners-ethical-penetration-testing,,"cybersecurity, programming","Comprehensive beginner course designed to build Metasploit Beginners expertise through practical, hands-on learning."
"Generative AI: Impact, Considerations, and Ethical Issues",,Advanced,3.53,https://www.coursera.org/learn/generative-ai-ethical-considerations-and-implications,,"ai_and_ml, programming",Professional-level curriculum that takes you from advanced to advanced proficiency in Generative Impact.
Introduction to Generative AI Learning Path,,Beginner,3.58,https://www.coursera.org/specializations/introduction-to-generative-ai,,"ai_and_ml, programming",Professional-level curriculum that takes you from beginner to advanced proficiency in Introduction Generative.
The Science of Stem Cells,,Intermediate,4.84,https://www.coursera.org/learn/stem-cells,,General,"Cutting-edge course exploring the latest trends and techniques in The Science, tailored for intermediate learners."
Generative AI Fundamentals,,Beginner,4.49,https://www.coursera.org/specializations/generative-ai-for-everyone,,"ai_and_ml, programming","Cutting-edge course exploring the latest trends and techniques in Generative Fundamentals, tailored for beginner learners."
AI For Everyone,,Beginner,4.05,https://www.coursera.org/learn/ai-for-everyone,,programming,"Comprehensive beginner course designed to build For Everyone expertise through practical, hands-on learning."
